battery_power,blue,clock_speed,dual_sim,fc,four_g,int_memory,m_dep,mobile_wt,n_cores,pc,px_height,px_width,ram,sc_h,sc_w,talk_time,three_g,touch_screen,wifi,price_range
1314,0,0.6,0,4,0,15,0.4,160,6,14,1483,559,3294,7,7,17,0,1,0,2
727,1,0.6,0,0,0,46,0.6,150,7,6,1320,603,3804,5,18,5,0,1,0,2
715,0,1.6,0,16,1,4,0.1,107,4,13,1165,1150,3141,7,8,3,0,1,1,2
1447,1,0.7,1,1,0,37,0.1,181,8,14,896,1826,860,14,9,11,1,0,1,1
514,1,2.0,1,7,1,64,0.3,92,5,9,1808,1510,1224,6,4,14,0,0,1,0
1680,0,2.7,0,6,0,28,0.2,160,7,16,1760,576,420,15,9,20,0,0,0,1
1784,0,2.7,1,14,1,21,0.3,94,2,14,1718,1541,692,9,0,16,1,0,1,1
1680,1,2.1,1,4,1,48,0.3,115,6,2,1756,1707,3030,12,3,2,0,1,0,3
546,1,1.0,1,1,0,16,0.1,171,8,7,1076,1804,1935,9,4,18,1,0,1,1
823,1,2.7,0,6,1,63,0.9,94,7,12,117,1811,2065,5,6,5,0,0,1,1
1343,1,2.7,0,7,0,28,0.1,189,6,14,364,1197,2706,7,4,10,1,0,0,2
629,1,1.0,1,6,0,54,0.8,196,7,2,1694,1997,1665,16,7,7,0,1,0,1
1934,0,2.3,0,6,1,46,0.2,154,3,12,135,1445,2233,9,16,4,1,1,0,2
594,0,1.2,0,13,0,42,0.9,135,5,12,1437,766,1417,11,0,3,0,0,1,0
1126,1,2.5,0,20,1,29,0.9,174,6,9,1100,1280,3019,9,17,19,0,1,1,2
1254,0,3.0,0,17,0,26,0.7,83,5,4,1871,1108,1069,18,11,20,1,0,0,1
1815,0,0.6,0,5,0,43,0.7,178,6,20,556,1445,3025,14,2,8,0,1,1,3
1293,0,2.7,1,3,1,62,0.1,177,3,13,17,1880,2834,9,13,4,0,0,0,2
1806,1,2.1,0,9,0,45,1.0,131,2,7,1890,1524,2085,11,15,19,1,1,0,2
568,0,2.9,0,17,0,47,0.9,170,8,9,402,1550,548,17,17,20,1,0,1,0
510,1,1.7,0,11,0,34,0.9,89,3,6,204,1047,1754,19,9,10,0,0,1,1
1777,0,2.6,1,15,0,47,0.7,173,6,11,498,659,3326,12,14,17,1,1,1,3
1371,1,0.7,1,6,0,15,0.4,124,5,17,323,1436,717,18,9,7,0,1,1,1
1049,0,1.3,1,5,0,9,0.9,163,1,13,594,898,3700,12,0,13,1,1,1,3
1657,1,0.7,0,4,0,49,0.4,108,3,18,561,1042,3489,11,18,7,1,1,1,3
1211,1,2.9,1,2,0,15,0.6,132,5,7,1304,626,2945,17,1,14,1,0,1,2
522,0,2.5,1,11,1,2,0.2,108,7,10,1189,1508,2347,18,12,6,1,0,0,1
1314,1,2.6,1,14,0,17,0.9,102,7,11,1266,1447,1362,7,15,14,0,0,0,1
845,1,2.8,1,9,0,19,0.2,136,3,15,1912,709,3195,15,7,8,1,0,1,2
801,1,0.7,0,19,1,8,0.3,129,6,15,478,649,2939,6,2,13,0,0,0,2
862,1,1.5,1,18,1,16,0.6,100,7,18,163,530,2842,5,18,5,0,0,0,2
895,1,0.7,1,15,1,25,0.8,191,5,17,323,1111,3165,10,13,6,0,0,0,2
717,1,1.0,0,10,0,50,0.7,122,8,5,1591,801,2822,17,10,17,0,0,0,2
640,1,1.1,0,7,1,64,0.3,89,2,3,550,1462,1690,13,11,5,0,1,1,1
1457,1,1.7,1,2,1,52,0.1,184,5,17,830,1364,3668,7,10,9,1,0,0,3
1733,0,1.2,0,6,0,56,0.8,155,7,2,639,1264,966,9,10,17,1,1,0,1
1484,0,0.8,1,6,0,14,1.0,109,7,4,1926,1182,1903,13,17,9,0,1,1,2
1492,1,0.9,0,13,1,10,0.8,130,4,12,633,756,344,18,9,18,0,1,0,0
1327,1,0.9,0,1,1,57,0.5,112,1,17,758,1439,1919,18,15,15,1,1,0,1
1182,0,2.9,1,9,0,57,0.9,97,6,19,1721,1580,3557,13,7,13,0,0,1,3
1983,0,2.4,0,18,0,16,0.5,157,5,16,207,508,1297,11,5,4,1,1,0,1
1503,0,2.9,1,8,0,58,0.6,101,7,10,314,1528,2976,18,18,3,0,0,1,2
855,1,1.6,0,15,0,59,0.5,143,6,13,303,1346,3167,8,12,14,1,0,1,2
1507,0,1.2,1,18,0,36,0.5,100,3,19,900,1637,3193,15,14,12,1,1,1,3
1847,1,2.5,0,17,1,25,0.8,80,3,6,238,1276,3608,6,12,13,0,0,0,3
1656,1,1.3,0,8,0,34,0.6,192,5,9,1750,1184,2189,6,0,19,1,0,0,2
1387,0,1.2,0,15,0,17,0.4,186,4,4,803,1231,677,8,1,10,0,1,1,1
626,1,1.1,0,12,0,9,0.3,195,7,3,1247,1728,1131,5,12,8,1,1,1,0
1629,1,0.8,0,9,0,30,0.1,94,5,20,1111,523,3005,18,1,7,1,0,1,2
1508,1,1.1,1,19,0,24,0.6,115,2,9,1560,992,593,8,10,15,0,0,0,1
1103,1,1.4,0,13,1,46,0.3,126,4,3,1452,1469,521,16,12,19,1,0,0,0
1901,0,2.2,1,11,0,32,0.2,133,7,20,1243,1929,3106,18,9,15,1,0,1,3
1513,0,0.7,1,18,1,41,0.7,165,7,2,274,602,1634,15,14,6,0,1,0,1
550,1,1.0,1,6,0,50,0.7,111,6,14,1670,1583,2663,10,0,14,1,1,0,1
1552,1,2.5,0,14,1,55,0.8,137,5,18,953,1609,3317,10,13,2,0,1,1,3
1985,0,0.9,1,15,1,56,0.6,125,7,4,1768,1266,2070,11,9,13,0,1,0,2
1819,1,1.4,0,7,0,15,0.9,133,6,10,1089,1522,2520,9,17,20,1,0,0,2
1820,0,2.7,1,9,0,60,0.9,112,7,6,1615,871,576,13,10,11,0,1,1,1
1278,1,0.9,1,3,0,54,0.8,184,1,7,1446,1178,1105,6,6,6,1,0,0,1
1930,1,0.7,1,18,0,31,0.7,118,4,5,254,1095,974,6,14,7,1,0,0,1
1313,0,1.7,1,18,0,54,0.4,102,5,18,124,701,3992,8,2,13,0,1,0,3
1928,0,1.3,1,20,1,40,1.0,122,1,17,1169,588,1247,19,1,4,1,0,1,1
1869,0,1.9,0,14,0,64,0.3,134,5,17,614,936,3539,8,7,15,1,0,0,3
919,0,2.5,1,13,0,28,0.3,81,2,12,384,619,2064,8,7,5,1,0,0,1
1705,1,0.8,1,0,1,48,0.5,145,3,3,446,655,3256,5,10,18,0,1,0,3
1482,0,2.0,0,15,0,17,0.2,117,8,18,386,898,3530,8,15,18,0,0,0,3
1324,1,1.8,0,9,1,52,1.0,198,6,16,382,687,972,16,1,15,1,0,0,1
1524,0,0.9,0,18,0,7,0.6,194,5,19,1300,1575,1240,9,4,16,0,0,1,1
1066,0,2.1,1,2,1,56,0.6,108,4,11,1405,1151,2195,13,6,8,1,0,0,1
870,1,1.2,1,4,0,34,0.7,195,5,7,123,1086,1151,7,12,5,1,1,1,0
1435,0,1.7,1,8,1,45,0.5,189,5,17,1949,729,1432,19,1,18,0,1,0,1
1160,0,0.7,1,17,1,19,0.1,146,5,6,1290,1653,3756,7,2,7,0,0,1,3
1954,0,1.6,1,10,0,17,0.7,182,8,13,1813,554,2032,18,8,12,0,0,1,2
1468,0,1.3,1,15,0,13,0.7,150,7,7,1134,770,2590,9,9,13,1,0,0,2
1832,1,2.6,0,1,0,21,0.5,115,5,15,1404,1623,3060,14,12,16,0,1,1,3
1660,1,0.6,0,11,1,46,0.8,108,7,17,1848,1592,3648,10,12,13,1,1,0,3
701,0,1.5,1,5,1,41,0.3,198,4,8,1624,1822,1715,7,4,12,1,0,1,1
1959,0,1.6,1,10,1,60,0.3,116,4,3,1922,1469,1871,5,6,18,1,0,0,2
812,0,2.3,1,7,0,30,0.2,192,5,7,1181,1877,2799,14,16,9,0,1,0,2
616,1,1.9,1,11,0,31,0.4,179,7,10,727,1675,3931,12,14,13,0,0,0,2
1436,1,2.2,1,1,1,27,0.9,166,3,8,895,829,1428,16,4,10,0,1,0,1
1074,1,2.4,0,8,0,23,0.8,124,5,3,1836,615,797,5,6,12,1,0,1,0
743,1,2.7,0,14,1,34,0.4,95,6,20,1571,822,890,6,1,4,1,0,0,0
1036,0,1.3,1,1,0,59,0.6,191,6,9,1622,1062,3809,7,17,8,0,0,0,3
574,0,1.8,0,0,0,54,0.7,110,4,12,1141,728,1605,10,9,4,0,0,0,1
885,0,2.6,1,9,1,40,0.3,113,8,5,327,859,3242,8,0,17,0,1,1,2
1733,1,3.0,1,1,0,48,0.3,129,6,17,693,1528,3356,8,13,11,0,1,0,3
974,0,2.7,1,11,0,30,1.0,144,6,19,1091,527,3586,19,18,8,0,1,1,2
917,1,1.4,0,7,0,23,0.7,161,2,14,1457,1887,953,13,15,16,0,0,1,0
846,1,1.0,0,4,0,46,1.0,141,5,6,358,1985,2208,10,18,11,0,0,0,1
1139,0,1.7,1,0,0,14,0.4,183,5,3,1002,1754,2378,16,5,13,0,1,1,2
1438,0,2.4,0,14,1,61,0.7,122,5,12,1694,1918,3884,6,11,19,0,1,0,3
1454,0,1.7,0,5,0,10,0.3,135,5,2,796,1368,1860,11,2,10,1,0,1,1
1375,1,1.7,1,11,1,25,0.3,199,1,14,442,1794,753,19,6,10,0,1,0,1
1262,1,2.6,0,7,0,16,0.6,94,5,6,163,1827,3743,17,2,5,0,0,0,3
1702,0,1.4,0,12,0,37,0.4,127,8,19,972,1906,977,7,16,6,1,1,0,1
1705,0,2.6,1,18,1,14,0.3,128,7,15,360,527,2030,13,14,8,1,0,1,2
1163,1,1.5,1,0,1,28,0.3,160,4,14,584,1243,1619,10,18,8,1,0,1,1
524,0,1.3,0,10,0,45,0.1,123,7,8,1142,1722,563,12,18,12,1,1,1,0
1703,1,1.6,1,19,0,38,0.7,89,8,9,852,1605,3007,17,10,11,1,1,1,3
1209,1,2.4,0,0,1,8,0.5,99,4,19,1010,1611,1139,17,1,12,1,0,0,1
1684,0,0.8,1,7,1,9,0.2,149,1,8,1218,1913,3942,5,6,19,1,0,0,3
676,0,1.0,1,4,1,38,0.3,87,5,18,1624,1079,1520,6,18,13,0,1,1,1
784,0,2.9,1,16,1,42,0.2,124,3,17,1880,950,508,10,6,17,0,0,1,0
562,0,0.9,1,7,0,15,0.7,113,7,12,1611,932,1191,7,9,5,0,1,1,0
1502,1,1.9,0,9,0,59,0.2,175,5,20,1756,873,1499,5,11,18,1,0,1,1
1161,1,1.9,1,1,0,13,0.8,130,4,2,1674,934,2700,10,17,18,0,1,0,2
1165,1,1.7,1,8,0,37,0.1,197,7,9,1023,1710,3289,9,5,6,1,0,0,2
655,0,2.1,1,2,0,53,0.3,185,2,2,1907,1913,3663,17,7,14,0,0,0,2
1992,1,1.1,0,17,1,62,0.9,83,6,10,1930,717,2008,13,4,4,1,0,1,2
1572,0,1.9,0,6,1,41,0.7,187,2,20,240,1631,1993,10,2,18,0,0,1,2
1466,0,1.4,1,14,1,18,0.2,193,3,10,1532,1447,1308,9,1,12,0,0,1,1
1348,0,2.2,1,20,0,41,0.8,118,5,11,665,848,749,5,5,2,0,0,1,1
1607,0,0.9,1,19,1,54,0.5,163,1,12,564,1287,1214,19,6,19,0,0,0,1
1884,0,1.9,1,17,0,30,0.9,103,5,2,1165,525,2277,5,7,18,0,1,0,2
1188,0,1.0,1,2,0,63,0.6,167,3,9,831,1571,2003,15,3,10,0,1,1,1
647,1,1.2,1,13,0,28,0.7,134,3,13,975,1358,3829,5,11,8,0,0,0,2
841,0,1.0,0,1,1,2,1.0,105,6,2,1929,869,1433,11,11,6,1,1,0,1
975,1,1.0,1,13,0,53,0.3,104,3,11,30,1537,1247,10,16,17,1,1,0,1
1586,1,2.6,1,10,0,35,0.7,115,2,5,222,1710,3558,18,18,8,0,0,0,3
1883,0,1.2,1,15,1,5,0.5,150,6,16,1827,1383,2405,9,8,14,0,1,1,2
1060,0,2.8,1,7,0,25,0.1,153,5,20,265,778,3130,8,11,14,0,0,0,2
826,0,2.9,1,6,1,22,0.1,137,7,7,1305,840,2480,15,16,16,0,1,0,1
1664,1,1.9,1,10,0,34,0.2,190,5,6,787,1851,3287,18,9,18,1,1,0,3
1489,0,0.9,0,2,1,8,0.7,91,1,6,380,1106,1182,17,18,18,1,1,0,1
714,1,1.4,0,16,0,2,0.6,80,3,19,555,1548,2535,17,10,20,0,0,1,1
934,0,2.5,0,13,0,42,0.6,195,3,4,61,1028,2315,15,12,11,0,1,0,1
1451,0,1.4,0,5,1,4,0.1,129,4,3,712,925,1465,12,3,3,0,0,0,1
1222,1,0.7,0,7,0,45,0.5,104,6,5,846,528,3064,15,14,15,0,0,1,2
1841,1,1.9,0,4,1,52,0.9,159,4,19,520,1455,1187,12,11,4,1,1,1,1
531,0,2.6,1,7,0,16,0.5,84,6,10,1094,822,2569,9,9,8,1,0,1,1
1169,1,2.5,1,1,1,32,0.7,162,2,20,601,812,2181,19,6,12,1,0,1,1
784,1,0.9,1,14,0,55,0.8,147,6,11,1559,1083,1414,8,1,18,1,1,1,1
1828,1,2.2,1,11,0,17,0.8,85,5,16,139,1793,1012,19,6,16,0,0,1,1
928,1,1.1,1,16,0,11,0.6,105,1,2,1339,1261,1310,6,7,20,1,1,0,1
2000,1,1.0,1,0,1,55,0.9,192,7,12,1363,794,711,11,18,12,0,1,0,1
785,0,2.7,0,14,1,30,0.5,182,6,15,1911,1155,514,9,5,16,1,0,1,0
1667,0,1.1,1,13,1,60,0.9,199,6,11,589,1285,3431,7,7,16,1,1,0,3
1947,1,1.2,0,19,1,60,0.3,134,6,20,1749,722,686,13,3,7,0,1,0,1
1542,0,0.5,0,15,1,7,0.4,118,1,17,527,574,3709,13,8,16,1,0,0,3
517,0,2.7,1,8,0,30,0.1,88,3,9,540,601,2772,15,4,10,0,0,0,1
1268,1,2.5,1,0,0,18,0.8,124,1,3,1439,1384,3840,19,5,6,0,0,0,3
1089,0,2.1,1,16,0,54,0.5,195,8,8,1490,672,2220,15,18,20,0,0,1,1
1894,1,2.4,1,12,0,61,0.3,93,8,20,374,1527,2229,14,11,6,0,1,0,2
1698,1,0.9,1,20,0,23,0.3,191,8,8,290,894,3534,18,4,14,0,1,0,3
1509,0,1.6,1,20,1,25,0.9,134,3,16,42,1332,902,15,4,19,1,1,1,1
693,1,1.4,1,4,0,62,0.9,88,8,9,1887,1503,702,12,17,18,1,1,0,0
1001,1,0.7,0,9,1,18,0.6,94,7,15,1910,666,3086,5,5,16,0,1,0,2
1487,1,1.7,1,5,0,22,0.7,116,5,2,1076,799,1368,16,8,15,0,0,0,1
1636,1,2.8,1,18,1,52,0.5,129,1,14,1811,617,450,7,10,17,0,1,0,1
613,1,0.6,0,12,1,51,0.5,196,3,4,1906,1011,1693,6,13,5,0,1,0,1
1745,0,1.2,1,0,1,12,0.9,163,5,7,1255,1111,1401,8,1,18,1,1,0,1
1446,0,1.0,1,19,0,57,0.2,151,5,20,1235,1698,2765,6,13,15,0,1,1,2
1330,1,1.1,0,14,0,8,0.5,175,3,16,7,658,1395,16,18,19,1,0,0,1
1787,1,2.8,1,13,0,43,0.4,190,8,5,1657,1907,451,15,9,7,1,0,1,1
1424,0,1.7,1,7,0,40,0.5,100,3,4,482,1750,2339,12,4,9,0,0,1,2
554,1,1.7,1,9,1,6,0.5,136,2,5,41,1561,2370,5,3,10,1,1,0,1
1299,0,2.4,1,8,1,45,0.6,184,5,6,332,962,900,8,6,2,0,1,0,1
1277,1,0.9,1,16,1,49,0.2,98,3,19,1256,1954,3608,9,12,14,0,1,0,3
1981,1,1.7,1,8,1,62,0.6,172,5,11,1093,603,3806,18,9,4,1,0,1,3
661,1,1.6,0,2,0,58,0.3,137,8,9,1902,1481,1290,14,9,7,0,1,1,0
1903,1,2.0,1,10,1,22,0.3,174,1,13,1039,1716,2009,8,3,18,0,0,1,2
586,1,3.0,1,11,0,19,0.2,197,7,4,68,749,577,12,15,9,1,1,0,0
554,1,2.4,0,9,1,36,0.8,85,4,19,52,1536,1947,6,14,7,1,0,1,1
1999,1,1.5,0,16,1,21,0.5,83,8,9,684,1066,2543,13,10,17,1,0,0,2
1701,0,2.6,1,16,1,16,0.7,122,4,2,993,1096,1272,6,18,2,0,1,0,1
1914,0,0.9,0,10,0,6,0.8,172,6,15,1797,1120,3387,6,2,11,1,1,1,3
1872,0,0.6,1,3,0,14,0.7,121,3,14,1402,1054,905,17,14,19,1,0,1,1
1531,1,1.0,1,6,1,52,0.5,82,3,13,1824,1911,2865,6,15,15,1,0,0,2
1332,1,1.4,0,20,1,13,0.4,80,8,4,1486,570,1958,16,13,6,1,0,1,1
812,1,1.8,1,13,1,63,0.4,187,5,19,526,1455,2468,14,4,18,0,0,1,1
1258,1,2.0,1,6,0,56,0.7,134,8,14,1805,1472,1086,12,16,15,1,0,0,1
942,1,2.8,0,7,0,22,0.5,94,6,16,1702,937,444,7,17,19,1,1,1,0
827,1,1.8,0,0,0,38,0.9,126,8,11,62,1567,1766,14,18,5,0,0,1,1
1577,1,1.8,0,3,1,7,0.9,164,3,2,260,1795,347,15,0,3,1,1,0,0
1260,0,0.6,0,11,0,8,0.3,125,8,7,1523,1537,2167,18,8,8,1,1,0,2
1762,1,0.6,1,2,1,27,0.2,137,5,10,1144,1894,2592,14,13,8,0,1,1,2
1752,0,1.9,0,12,0,43,0.7,174,3,11,857,1635,3836,19,10,8,0,1,1,3
1078,0,1.6,0,19,1,49,0.4,150,5,16,1263,1902,3402,18,1,14,0,1,1,2
1574,1,2.6,0,5,1,9,0.1,160,8,10,1488,813,1836,12,4,20,0,0,0,2
1506,1,0.9,0,10,0,10,0.9,199,3,15,1130,1938,3755,11,14,7,0,1,1,3
1787,0,0.6,0,3,1,28,0.3,162,2,12,179,984,1664,14,11,18,1,0,0,2
1941,0,1.6,1,19,1,5,0.9,118,7,8,1039,668,3380,8,13,19,1,1,0,3
595,1,1.1,0,15,1,22,0.7,82,5,3,354,1387,430,11,10,2,1,0,0,0
1611,1,0.6,1,6,0,32,0.8,109,7,15,933,1302,1952,15,8,14,1,1,0,2
1601,0,2.3,0,10,1,22,0.3,114,2,7,1332,745,3906,12,7,20,0,0,1,3
1811,1,0.8,0,0,0,41,0.3,136,2,6,726,765,729,10,11,17,0,0,1,1
1643,1,2.0,0,6,0,26,0.6,108,2,6,588,1348,2190,10,2,11,0,0,1,2
1313,1,1.2,0,11,1,40,0.3,129,2,20,1760,742,3688,7,14,14,1,1,1,3
990,0,0.9,0,6,0,16,0.4,141,1,20,604,1823,525,9,7,11,0,0,1,0
951,0,1.4,0,6,1,54,0.4,131,7,7,180,1850,2300,14,6,15,0,1,0,1
664,0,2.5,0,9,0,36,0.2,197,8,11,173,1029,2710,6,16,10,1,1,0,1
681,1,1.5,0,15,1,50,0.3,93,6,15,353,1346,3451,16,11,12,0,0,1,2
968,1,2.4,1,7,0,44,0.8,114,8,18,353,1503,949,9,17,4,0,1,1,0
1409,0,0.8,0,8,1,42,0.3,107,8,4,1242,841,631,9,17,9,1,1,1,1
1234,0,2.4,1,8,1,38,0.1,137,7,2,1678,1772,1671,11,14,13,1,1,1,1
1322,0,1.1,0,1,1,58,0.7,109,8,11,1338,1259,2485,8,2,4,0,1,0,2
1443,1,2.2,1,12,1,43,1.0,169,4,4,433,1903,2339,18,18,8,1,0,1,2
506,0,1.9,0,12,0,48,0.4,86,1,6,904,1297,1491,15,14,15,0,1,0,0
829,0,2.8,0,3,0,29,0.2,118,8,20,281,1031,2227,10,15,8,1,0,0,1
1274,1,1.5,0,11,1,62,0.6,174,3,11,258,1363,389,13,16,8,1,1,1,0
650,1,0.7,1,16,0,15,0.9,148,8,17,867,1904,3168,8,0,15,1,0,0,2
1608,1,0.5,1,1,1,5,0.8,114,3,2,558,541,1179,15,10,13,1,0,1,1
646,0,2.6,1,12,1,54,0.7,193,6,7,4,1868,945,18,5,2,0,1,0,0
1904,1,1.8,1,17,0,21,0.4,190,4,10,1597,1098,1957,10,8,6,0,1,0,2
1414,1,2.4,0,14,0,35,0.6,131,4,6,595,1784,2285,17,15,12,0,1,0,2
1808,0,1.1,0,7,1,13,0.2,93,4,15,1668,805,2794,16,5,2,1,1,0,2
1199,1,1.4,0,14,0,34,0.7,142,2,11,393,1308,2128,13,11,14,0,1,0,1
581,0,0.6,1,0,1,25,0.8,115,1,3,335,1361,1096,14,18,18,1,0,1,0
1013,0,2.9,0,19,0,21,1.0,170,8,6,62,1763,1243,16,12,4,0,0,0,1
1314,1,2.2,1,9,0,6,0.3,103,3,2,1816,1178,1717,5,12,11,1,0,1,1
1208,1,2.8,1,11,0,39,0.1,119,1,11,43,1836,1094,12,3,20,1,1,1,1
1245,1,1.2,1,4,0,31,0.6,108,1,10,152,1230,3373,5,8,8,1,1,0,2
1522,1,2.0,1,8,0,25,0.7,132,1,4,1949,940,2971,8,13,4,0,1,1,2
1909,1,2.2,1,7,1,44,0.8,188,4,16,1805,1432,3728,7,13,13,0,0,0,3
1206,1,1.3,0,15,0,41,0.3,101,6,5,853,1402,3815,8,16,11,0,1,1,3
970,0,2.6,1,13,0,8,0.3,151,6,14,1706,632,3323,18,4,13,0,0,1,2
1642,0,2.9,1,12,1,37,0.6,94,4,7,1179,1218,2735,11,18,16,1,0,0,2
895,1,2.7,0,20,1,39,0.4,192,3,18,1501,550,1707,17,1,7,1,1,1,1
760,0,2.3,1,12,1,17,0.9,148,3,6,274,1117,1003,18,12,20,1,0,1,0
1304,1,1.2,1,4,0,53,0.5,195,3,16,1381,891,3131,13,10,6,1,0,1,2
1433,0,1.2,0,15,0,16,0.8,143,8,9,425,1195,3899,13,1,3,0,0,0,3
1779,0,2.9,0,10,1,47,0.6,83,6,6,1555,1022,2820,14,0,20,0,1,1,2
1404,0,0.5,0,4,1,24,0.8,154,8,14,482,1007,2765,5,2,20,1,0,1,2
1749,1,2.3,1,12,1,13,0.4,97,6,2,213,853,1221,19,11,5,0,1,0,1
1576,0,2.3,0,10,1,30,0.8,121,1,2,78,1366,2182,14,6,6,1,1,1,2
1439,1,2.1,0,18,0,45,0.3,192,4,8,138,1472,2294,5,0,8,1,0,0,2
1353,0,3.0,0,2,0,49,0.6,109,2,6,949,1918,2484,13,8,5,1,1,1,2
1887,0,1.3,1,14,0,16,0.3,94,1,15,97,1455,400,8,17,12,0,0,1,1
1803,0,1.3,0,6,0,30,0.5,149,5,16,1912,595,2106,16,5,4,1,1,1,2
1092,0,0.7,1,6,0,46,0.4,134,8,18,663,605,3592,17,8,6,0,1,0,2
1213,0,1.6,1,5,1,44,0.3,132,6,19,197,1177,990,18,7,16,1,1,1,1
1681,1,1.2,0,2,0,63,1.0,95,1,8,784,1012,2709,7,17,19,0,1,0,2
1131,1,1.4,1,12,1,50,0.2,190,4,19,155,1765,3116,17,14,17,0,1,0,2
558,0,2.6,1,6,1,22,0.8,183,5,20,1073,1355,3272,13,0,17,1,1,1,2
627,0,2.8,0,4,1,16,1.0,152,7,8,478,1289,3258,9,13,11,1,1,1,2
1235,0,1.0,1,17,0,15,0.1,186,8,9,227,1014,2787,16,17,2,0,0,0,2
1220,0,1.4,0,7,1,43,0.7,113,1,14,1480,1397,2785,10,18,12,0,0,1,2
1638,1,2.8,1,16,0,45,0.3,106,4,19,521,1584,3564,5,18,18,0,0,1,3
1732,0,0.7,1,19,1,17,0.1,92,4,12,148,1939,3852,5,9,16,1,1,1,3
1025,1,0.7,0,0,0,16,0.5,179,6,10,1081,1507,2642,17,5,8,1,0,1,2
1020,0,0.9,0,13,1,43,0.9,106,2,2,161,1817,2571,18,16,7,0,1,0,2
1051,1,2.0,1,16,0,64,0.1,152,1,9,862,1236,2569,11,13,16,0,1,1,2
736,0,0.9,1,9,1,5,0.6,148,4,13,1500,801,783,14,12,16,0,1,0,0
1804,0,2.9,0,11,1,28,0.6,194,8,3,1130,1693,3419,19,7,8,1,1,0,3
1882,1,1.6,1,15,1,24,0.9,165,3,16,1450,1145,3575,12,9,4,1,1,0,3
1724,0,1.8,1,13,1,30,0.2,110,4,19,394,1564,3346,15,8,15,0,1,0,3
1801,0,1.1,1,15,0,42,0.7,82,2,18,800,730,3175,12,4,10,0,1,0,3
1758,0,1.7,1,7,0,54,0.7,109,4,16,185,1932,3717,18,3,4,1,1,0,3
993,1,2.2,0,9,0,53,0.7,100,6,10,557,1237,1667,17,5,7,1,0,0,1
503,0,2.4,0,16,1,64,0.9,178,7,4,445,1496,3229,11,5,10,0,1,1,2
1165,0,2.4,0,17,1,10,0.8,85,1,20,1664,796,3942,17,12,2,0,0,1,3
941,1,1.9,0,19,1,54,0.1,171,6,19,1940,954,1374,15,3,10,0,0,0,1
528,1,2.8,0,15,1,58,0.5,111,1,9,829,1580,685,13,7,13,1,1,1,0
1632,1,2.5,0,16,1,57,0.5,121,5,2,1471,1441,3098,5,4,5,0,0,1,3
1109,0,2.4,1,15,1,53,0.4,180,1,16,86,739,3244,6,1,17,0,1,1,2
1304,0,0.6,0,18,0,44,0.5,141,5,20,1272,1699,1316,17,8,6,0,0,1,1
574,0,0.5,1,7,0,44,0.4,168,6,11,1864,1586,1672,7,10,18,1,1,0,1
1337,1,1.0,1,5,0,8,0.5,111,3,13,1463,1050,1852,17,10,18,1,0,1,1
1669,0,2.2,1,5,0,54,1.0,178,8,7,1280,637,3618,16,6,7,1,1,0,3
627,0,1.5,0,20,0,43,0.2,165,2,14,1300,953,2153,17,13,16,0,0,1,1
541,1,1.5,1,8,0,5,0.9,167,3,5,1813,1972,2606,9,5,2,1,1,1,1
1879,1,2.7,0,3,0,6,0.5,118,8,14,437,1749,2035,8,3,14,1,1,0,2
540,1,2.7,1,11,0,6,0.7,143,5,18,515,942,2704,8,5,17,1,0,0,1
1433,1,2.8,1,11,1,12,0.8,197,4,2,1600,1729,3126,19,2,3,1,0,0,2
533,1,1.3,0,16,1,64,0.4,109,4,6,946,526,2647,12,5,20,1,0,1,1
1540,0,2.2,1,14,1,42,0.5,142,3,18,1225,956,3166,12,2,3,0,0,1,3
1676,1,1.2,1,8,1,29,0.5,193,4,19,1598,1194,773,15,0,13,0,1,1,1
1497,0,1.0,1,6,1,17,0.4,175,5,8,1678,1209,1656,11,17,13,0,0,0,1
1901,0,1.0,1,9,1,42,0.9,110,6,17,755,1348,420,5,3,9,0,0,0,1
1087,1,1.4,0,15,1,55,0.8,166,2,9,1827,1448,3340,14,5,13,0,1,0,2
841,1,1.6,1,11,0,31,0.2,119,7,13,796,606,2328,19,16,12,1,1,0,1
526,1,2.6,1,6,0,5,0.2,112,1,15,1203,943,1402,8,17,3,1,1,0,0
1810,0,0.8,0,17,1,64,0.5,142,5,20,685,535,384,5,5,2,0,0,1,1
1145,1,2.3,1,14,0,3,0.2,104,8,12,324,1096,3120,15,1,5,1,0,0,2
1230,1,1.8,1,5,0,47,0.7,115,7,13,1948,654,1913,18,11,10,0,0,0,1
667,1,1.2,1,11,0,4,0.2,103,5,14,622,1692,3874,9,11,8,0,0,1,2
1109,1,1.7,1,10,0,51,0.6,174,1,9,686,1295,1273,7,3,11,1,1,0,1
767,1,1.2,0,19,0,22,0.1,137,1,2,1498,771,850,7,15,15,0,0,0,0
1320,0,2.0,1,2,1,7,0.4,118,2,10,1688,1943,1588,8,9,2,1,0,0,1
954,0,1.6,0,1,0,44,0.7,125,2,3,399,1707,2739,6,9,6,0,1,0,2
1405,0,0.9,1,5,1,54,0.5,156,2,15,867,1760,437,11,6,14,1,1,1,0
1924,1,0.8,1,4,1,19,1.0,89,4,14,216,1964,1867,16,13,7,1,1,0,2
1421,1,1.9,1,17,1,45,0.9,166,8,17,808,1480,2919,17,6,18,1,0,1,2
1480,1,2.8,0,15,0,6,0.4,161,8,3,960,621,999,8,11,16,1,0,0,1
